id,slug,name,product_image,small_description,quantity,description,original_price,selling_price,status,trending,tag,meta_title,meta_keywords,meta_description,created_at,Category_id
879,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,1st owner,450000,61600,35000,35000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
880,Bajaj CT 100,Bajaj CT 100,Individual,1st owner,29000,50267,25000,25000,0,,,Bajaj CT 100,Bajaj CT 100,,,
881,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,45000,,70000,70000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
882,Hero CD Dawn,Hero CD Dawn,Individual,1st owner,13000,92210,10000,10000,0,,,Hero CD Dawn,Hero CD Dawn,,,
883,Royal Enfield Classic Gunmetal Grey,Royal Enfield Classic Gunmetal Grey,Individual,1st owner,48000,,180000,180000,0,,,Royal Enfield Classic Gunmetal Grey,Royal Enfield Classic Gunmetal Grey,,,
884,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,5814,148114,24000,24000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
885,Honda Shine,Honda Shine,Individual,1st owner,31000,42859,42000,42000,0,,,Honda Shine,Honda Shine,,,
886,TVS Max DLX,TVS Max DLX,Individual,1st owner,25000,,26000,26000,0,,,TVS Max DLX,TVS Max DLX,,,
887,Honda Dio,Honda Dio,Individual,2nd owner,28000,,60000,60000,0,,,Honda Dio,Honda Dio,,,
888,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,1st owner,11000,,72000,72000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
889,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,Dealer,1st owner,7850,85011,120000,120000,0,,,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,,,
890,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,Individual,1st owner,10000,,59000,59000,0,,,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,,,
891,Royal Enfield Classic Chrome,Royal Enfield Classic Chrome,Individual,2nd owner,40000,,185000,185000,0,,,Royal Enfield Classic Chrome,Royal Enfield Classic Chrome,,,
892,Royal Enfield Classic Gunmetal Grey,Royal Enfield Classic Gunmetal Grey,Individual,2nd owner,5000,189313,140000,140000,0,,,Royal Enfield Classic Gunmetal Grey,Royal Enfield Classic Gunmetal Grey,,,
893,KTM 390 Duke,KTM 390 Duke,Individual,1st owner,14000,148114,205000,205000,0,,,KTM 390 Duke,KTM 390 Duke,,,
894,Hero Pleasure [2005-2015],Hero Pleasure [2005-2015],Individual,1st owner,7500,,30000,30000,0,,,Hero Pleasure [2005-2015],Hero Pleasure [2005-2015],,,
895,TVS Victor,TVS Victor,Individual,1st owner,25000,46779,18000,18000,0,,,TVS Victor,TVS Victor,,,
896,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,46700,54852,35000,35000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
897,KTM RC 200,KTM RC 200,Individual,1st owner,12000,,185000,185000,0,,,KTM RC 200,KTM RC 200,,,
898,Kawasaki Ninja 300,Kawasaki Ninja 300,Individual,1st owner,6000,,300000,300000,0,,,Kawasaki Ninja 300,Kawasaki Ninja 300,,,
899,Honda Dream Yuga,Honda Dream Yuga,Individual,1st owner,9800,360000,30000,30000,0,,,Honda Dream Yuga,Honda Dream Yuga,,,
900,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,2nd owner,46070,56147,35000,35000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
901,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],Individual,1st owner,14500,,35000,35000,0,,,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],,,
902,Hero Honda Passion Plus,Hero Honda Passion Plus,Individual,1st owner,70000,,25000,25000,0,,,Hero Honda Passion Plus,Hero Honda Passion Plus,,,
903,Yamaha YZF R15 [2011-2018],Yamaha YZF R15 [2011-2018],Dealer,2nd owner,100000,,80000,80000,0,,,Yamaha YZF R15 [2011-2018],Yamaha YZF R15 [2011-2018],,,
904,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Dealer,1st owner,30000,118997,20000,20000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
905,Hero Karizma ZMR,Hero Karizma ZMR,Individual,2nd owner,127000,,43000,43000,0,,,Hero Karizma ZMR,Hero Karizma ZMR,,,
906,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Individual,2nd owner,63000,108000,20000,20000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
907,Yo Style,Yo Style,Individual,2nd owner,30000,,20000,20000,0,,,Yo Style,Yo Style,,,
908,Hero Splendor iSmart,Hero Splendor iSmart,Individual,1st owner,10000,37675,40000,40000,0,,,Hero Splendor iSmart,Hero Splendor iSmart,,,
909,Hero Super Splendor,Hero Super Splendor,Individual,1st owner,10000,52271,30000,30000,0,,,Hero Super Splendor,Hero Super Splendor,,,
910,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,89000,,21000,21000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
911,Yamaha Fazer [2009-2016],Yamaha Fazer [2009-2016],Individual,1st owner,50000,42859,35000,35000,0,,,Yamaha Fazer [2009-2016],Yamaha Fazer [2009-2016],,,
912,Bajaj Discover 125,Bajaj Discover 125,Individual,1st owner,15500,84751,23000,23000,0,,,Bajaj Discover 125,Bajaj Discover 125,,,
913,Hero Super Splendor,Hero Super Splendor,Individual,1st owner,66000,57549,40000,40000,0,,,Hero Super Splendor,Hero Super Splendor,,,
914,Honda Shine,Honda Shine,Individual,2nd owner,80000,,40000,40000,0,,,Honda Shine,Honda Shine,,,
915,Bajaj Discover 125 M,Bajaj Discover 125 M,Individual,1st owner,8600,,45000,45000,0,,,Bajaj Discover 125 M,Bajaj Discover 125 M,,,
916,Bajaj Avenger Street 150 [2018],Bajaj Avenger Street 150 [2018],Individual,1st owner,40000,47186,60000,60000,0,,,Bajaj Avenger Street 150 [2018],Bajaj Avenger Street 150 [2018],,,
917,Yamaha Fazer [2009-2016],Yamaha Fazer [2009-2016],Individual,1st owner,25000,80435,40000,40000,0,,,Yamaha Fazer [2009-2016],Yamaha Fazer [2009-2016],,,
918,Hero Passion X Pro [2016-2017],Hero Passion X Pro [2016-2017],Individual,1st owner,34500,84751,42000,42000,0,,,Hero Passion X Pro [2016-2017],Hero Passion X Pro [2016-2017],,,
919,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,1st owner,15500,59095,18000,18000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
920,TVS Star City,TVS Star City,Individual,1st owner,28000,50267,15000,15000,0,,,TVS Star City,TVS Star City,,,
921,Hero Honda Hunk,Hero Honda Hunk,Individual,1st owner,40000,46575,45000,45000,0,,,Hero Honda Hunk,Hero Honda Hunk,,,
922,TVS Star City,TVS Star City,Individual,1st owner,40000,,25000,25000,0,,,TVS Star City,TVS Star City,,,
923,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,50000,47108,70000,70000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
924,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,24000,,23000,23000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
925,TVS Victor,TVS Victor,Individual,1st owner,50000,42859,10000,10000,0,,,TVS Victor,TVS Victor,,,
926,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Individual,1st owner,55000,54852,25000,25000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
927,Honda Aviator,Honda Aviator,Individual,1st owner,70000,,25000,25000,0,,,Honda Aviator,Honda Aviator,,,
928,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,2nd owner,12000,59183,50000,50000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
929,Bajaj Avenger [2015],Bajaj Avenger [2015],Individual,1st owner,70000,85011,60000,60000,0,,,Bajaj Avenger [2015],Bajaj Avenger [2015],,,
930,Hero CD Dawn,Hero CD Dawn,Individual,2nd owner,16000,75502,35000,35000,0,,,Hero CD Dawn,Hero CD Dawn,,,
931,Hero Maestro,Hero Maestro,Individual,1st owner,38000,,50000,50000,0,,,Hero Maestro,Hero Maestro,,,
932,Honda CB Shine SP,Honda CB Shine SP,Individual,1st owner,100000,49412,50000,50000,0,,,Honda CB Shine SP,Honda CB Shine SP,,,
933,Hero Honda CD Deluxe,Hero Honda CD Deluxe,Individual,1st owner,45000,64750,25500,25500,0,,,Hero Honda CD Deluxe,Hero Honda CD Deluxe,,,
934,Hero Honda Hunk,Hero Honda Hunk,Individual,1st owner,28990,,35000,35000,0,,,Hero Honda Hunk,Hero Honda Hunk,,,
935,Hero Honda CD Deluxe,Hero Honda CD Deluxe,Individual,1st owner,13000,,20000,20000,0,,,Hero Honda CD Deluxe,Hero Honda CD Deluxe,,,
936,Honda Activa 3G,Honda Activa 3G,Individual,1st owner,15000,,40000,40000,0,,,Honda Activa 3G,Honda Activa 3G,,,
937,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,Individual,1st owner,60000,54605,45000,45000,0,,,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,,,
938,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],Individual,1st owner,22000,64589,30000,30000,0,,,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],,,
939,Hero Pleasure,Hero Pleasure,Individual,1st owner,19500,,30000,30000,0,,,Hero Pleasure,Hero Pleasure,,,
940,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,25000,49600,30000,30000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
941,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,3rd owner,70000,,40000,40000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
942,Honda CB Twister,Honda CB Twister,Individual,2nd owner,65000,,25000,25000,0,,,Honda CB Twister,Honda CB Twister,,,
943,Honda Livo,Honda Livo,Individual,1st owner,86000,53857,45000,45000,0,,,Honda Livo,Honda Livo,,,
944,Bajaj Pulsar AS200,Bajaj Pulsar AS200,Individual,1st owner,30000,,65000,65000,0,,,Bajaj Pulsar AS200,Bajaj Pulsar AS200,,,
945,Honda Activa 3G,Honda Activa 3G,Individual,1st owner,33000,92074,40000,40000,0,,,Honda Activa 3G,Honda Activa 3G,,,
946,Hero Honda Hunk,Hero Honda Hunk,Individual,1st owner,36000,54605,40000,40000,0,,,Hero Honda Hunk,Hero Honda Hunk,,,
947,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,41000,,70000,70000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
948,Hero HF Deluxe,Hero HF Deluxe,Individual,1st owner,28000,83340,35000,35000,0,,,Hero HF Deluxe,Hero HF Deluxe,,,
949,Hero Splendor PRO,Hero Splendor PRO,Individual,1st owner,15000,,35000,35000,0,,,Hero Splendor PRO,Hero Splendor PRO,,,
950,Bajaj Boxer,Bajaj Boxer,Individual,1st owner,35280,51994,15000,15000,0,,,Bajaj Boxer,Bajaj Boxer,,,
951,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,Individual,1st owner,18000,,99000,99000,0,,,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,,,
952,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,Individual,1st owner,28000,,90000,90000,0,,,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,,,
953,Hero Honda Hunk,Hero Honda Hunk,Individual,1st owner,40000,,20000,20000,0,,,Hero Honda Hunk,Hero Honda Hunk,,,
954,Hero Ignitor,Hero Ignitor,Individual,1st owner,17000,,36000,36000,0,,,Hero Ignitor,Hero Ignitor,,,
955,Bajaj Discover 100 M,Bajaj Discover 100 M,Individual,1st owner,23000,65599,32000,32000,0,,,Bajaj Discover 100 M,Bajaj Discover 100 M,,,
956,Honda Activa 3G,Honda Activa 3G,Individual,1st owner,30000,44756,50000,50000,0,,,Honda Activa 3G,Honda Activa 3G,,,
957,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,Individual,1st owner,6000,54605,50000,50000,0,,,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,,,
958,Bajaj Pulsar 220 DTS-i,Bajaj Pulsar 220 DTS-i,Individual,1st owner,48000,64589,60000,60000,0,,,Bajaj Pulsar 220 DTS-i,Bajaj Pulsar 220 DTS-i,,,
959,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,16000,,40000,40000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
960,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,50000,,35000,35000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
961,Royal Enfield Thunder 500,Royal Enfield Thunder 500,Individual,1st owner,60000,,175000,175000,0,,,Royal Enfield Thunder 500,Royal Enfield Thunder 500,,,
962,UM Renegade Mojave,UM Renegade Mojave,Individual,1st owner,3000,190000,170000,170000,0,,,UM Renegade Mojave,UM Renegade Mojave,,,
963,KTM RC200,KTM RC200,Individual,1st owner,1400,182000,165000,165000,0,,,KTM RC200,KTM RC200,,,
964,Bajaj Dominar 400,Bajaj Dominar 400,Individual,1st owner,4000,178000,145000,145000,0,,,Bajaj Dominar 400,Bajaj Dominar 400,,,
965,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,1200,160000,135000,135000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
966,KTM RC390,KTM RC390,Individual,1st owner,4100,147000,135000,135000,0,,,KTM RC390,KTM RC390,,,
967,Hyosung GT250R,Hyosung GT250R,Individual,1st owner,21700,237000,135000,135000,0,,,Hyosung GT250R,Hyosung GT250R,,,
968,Royal Enfield Thunder 350,Royal Enfield Thunder 350,Individual,2nd owner,16500,345000,125000,125000,0,,,Royal Enfield Thunder 350,Royal Enfield Thunder 350,,,
969,Royal Enfield Thunder 350,Royal Enfield Thunder 350,Individual,1st owner,15000,150000,120000,120000,0,,,Royal Enfield Thunder 350,Royal Enfield Thunder 350,,,
970,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,18000,150000,120000,120000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
971,KTM RC200,KTM RC200,Individual,1st owner,11000,147000,120000,120000,0,,,KTM RC200,KTM RC200,,,
972,Royal Enfield Thunder 350,Royal Enfield Thunder 350,Individual,1st owner,6000,178000,115000,115000,0,,,Royal Enfield Thunder 350,Royal Enfield Thunder 350,,,
973,KTM 390 Duke ,KTM 390 Duke ,Individual,1st owner,8700,150000,115000,115000,0,,,KTM 390 Duke ,KTM 390 Duke ,,,
974,Mahindra Mojo XT300,Mahindra Mojo XT300,Individual,1st owner,7000,240000,115000,115000,0,,,Mahindra Mojo XT300,Mahindra Mojo XT300,,,
975,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,35000,140000,115000,115000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
976,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,17000,147000,111000,111000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
977,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,17500,147000,110000,110000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
978,Royal Enfield Thunder 500,Royal Enfield Thunder 500,Individual,1st owner,33000,147000,110000,110000,0,,,Royal Enfield Thunder 500,Royal Enfield Thunder 500,,,
979,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,14000,190000,110000,110000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
980,Royal Enfield Thunder 500,Royal Enfield Thunder 500,Individual,1st owner,26000,147000,105000,105000,0,,,Royal Enfield Thunder 500,Royal Enfield Thunder 500,,,
981,Bajaj Pulsar RS200,Bajaj Pulsar RS200,Individual,1st owner,5400,190000,105000,105000,0,,,Bajaj Pulsar RS200,Bajaj Pulsar RS200,,,
982,Royal Enfield Thunder 350,Royal Enfield Thunder 350,Individual,1st owner,5700,126000,105000,105000,0,,,Royal Enfield Thunder 350,Royal Enfield Thunder 350,,,
983,Royal Enfield Bullet 350,Royal Enfield Bullet 350,Individual,1st owner,6900,150000,105000,105000,0,,,Royal Enfield Bullet 350,Royal Enfield Bullet 350,,,
984,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,6000,117000,100000,100000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
985,Royal Enfield Classic 500,Royal Enfield Classic 500,Individual,1st owner,46500,147000,95000,95000,0,,,Royal Enfield Classic 500,Royal Enfield Classic 500,,,
986,Royal Enfield Classic 500,Royal Enfield Classic 500,Individual,1st owner,11500,175000,90000,90000,0,,,Royal Enfield Classic 500,Royal Enfield Classic 500,,,
987,Bajaj Avenger 220,Bajaj Avenger 220,Individual,1st owner,40000,175000,90000,90000,0,,,Bajaj Avenger 220,Bajaj Avenger 220,,,
988,Bajaj Avenger 150,Bajaj Avenger 150,Individual,1st owner,1300,95000,75000,75000,0,,,Bajaj Avenger 150,Bajaj Avenger 150,,,
989,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,7000,80000,80000,80000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
990,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,Individual,1st owner,3000,87000,78000,78000,0,,,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,,,
991,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,5000,84000,75000,75000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
992,Yamaha FZ 16,Yamaha FZ 16,Individual,1st owner,11000,87000,75000,75000,0,,,Yamaha FZ 16,Yamaha FZ 16,,,
993,Bajaj Avenger 220,Bajaj Avenger 220,Individual,1st owner,18000,82000,75000,75000,0,,,Bajaj Avenger 220,Bajaj Avenger 220,,,
994,Bajaj Avenger 220,Bajaj Avenger 220,Individual,1st owner,3500,95000,72000,72000,0,,,Bajaj Avenger 220,Bajaj Avenger 220,,,
995,TVS Apache RTR 160,TVS Apache RTR 160,Individual,1st owner,500,95000,65000,65000,0,,,TVS Apache RTR 160,TVS Apache RTR 160,,,
996,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,11800,81000,65000,65000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
997,Honda CBR 150,Honda CBR 150,Individual,1st owner,5000,74000,65000,65000,0,,,Honda CBR 150,Honda CBR 150,,,
998,Hero Extreme,Hero Extreme,Individual,1st owner,23500,120000,65000,65000,0,,,Hero Extreme,Hero Extreme,,,
999,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,16000,78700,60000,60000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
1000,Bajaj Avenger 220 dtsi,Bajaj Avenger 220 dtsi,Individual,1st owner,15000,87000,60000,60000,0,,,Bajaj Avenger 220 dtsi,Bajaj Avenger 220 dtsi,,,
1001,Honda CBR 150,Honda CBR 150,Individual,1st owner,16600,95000,60000,60000,0,,,Honda CBR 150,Honda CBR 150,,,
1002,Bajaj Avenger 150 street,Bajaj Avenger 150 street,Individual,1st owner,32000,120000,60000,60000,0,,,Bajaj Avenger 150 street,Bajaj Avenger 150 street,,,
1003,Yamaha FZ  v 2.0,Yamaha FZ  v 2.0,Individual,1st owner,20000,80000,60000,60000,0,,,Yamaha FZ  v 2.0,Yamaha FZ  v 2.0,,,
1004,Yamaha FZ  v 2.0,Yamaha FZ  v 2.0,Individual,1st owner,29000,84000,60000,60000,0,,,Yamaha FZ  v 2.0,Yamaha FZ  v 2.0,,,
1005,Bajaj Pulsar  NS 200,Bajaj Pulsar  NS 200,Individual,1st owner,25000,84000,60000,60000,0,,,Bajaj Pulsar  NS 200,Bajaj Pulsar  NS 200,,,
1006,TVS Apache RTR 160,TVS Apache RTR 160,Individual,1st owner,25000,99000,60000,60000,0,,,TVS Apache RTR 160,TVS Apache RTR 160,,,
1007,Hero Extreme,Hero Extreme,Individual,1st owner,19000,81000,55000,55000,0,,,Hero Extreme,Hero Extreme,,,
1008,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,Individual,1st owner,15000,78700,55000,55000,0,,,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,,,
1009,Bajaj Pulsar 220 F,Bajaj Pulsar 220 F,Individual,1st owner,58000,84000,52000,52000,0,,,Bajaj Pulsar 220 F,Bajaj Pulsar 220 F,,,
1010,Bajaj Pulsar 220 F,Bajaj Pulsar 220 F,Individual,1st owner,45000,94000,51000,51000,0,,,Bajaj Pulsar 220 F,Bajaj Pulsar 220 F,,,
1011,TVS Apache RTR 180,TVS Apache RTR 180,Individual,1st owner,24000,94000,50000,50000,0,,,TVS Apache RTR 180,TVS Apache RTR 180,,,
1012,Hero Passion X pro,Hero Passion X pro,Individual,1st owner,6000,82600,50000,50000,0,,,Hero Passion X pro,Hero Passion X pro,,,
1013,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,Individual,1st owner,31000,55000,50000,50000,0,,,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,,,
1014,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,Individual,1st owner,13000,99000,50000,50000,0,,,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,,,
1015,Yamaha Fazer ,Yamaha Fazer ,Individual,1st owner,45000,99000,50000,50000,0,,,Yamaha Fazer ,Yamaha Fazer ,,,
1016,Honda Activa 4G,Honda Activa 4G,Individual,1st owner,8000,88000,48000,48000,0,,,Honda Activa 4G,Honda Activa 4G,,,
1017,TVS Sport ,TVS Sport ,Individual,1st owner,4300,51000,48000,48000,0,,,TVS Sport ,TVS Sport ,,,
1018,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,Individual,1st owner,15000,52000,48000,48000,0,,,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,,,
1019,Honda Dream Yuga ,Honda Dream Yuga ,Individual,1st owner,23000,84000,48000,48000,0,,,Honda Dream Yuga ,Honda Dream Yuga ,,,
1020,Honda Activa 4G,Honda Activa 4G,Individual,1st owner,8600,54000,45000,45000,0,,,Honda Activa 4G,Honda Activa 4G,,,
1021,Bajaj Avenger Street 220,Bajaj Avenger Street 220,Individual,1st owner,4000,51000,45000,45000,0,,,Bajaj Avenger Street 220,Bajaj Avenger Street 220,,,
1022,TVS Apache RTR 180,TVS Apache RTR 180,Individual,1st owner,24000,95000,45000,45000,0,,,TVS Apache RTR 180,TVS Apache RTR 180,,,
1023,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,Individual,1st owner,23000,82600,45000,45000,0,,,Bajaj Pulsar NS 200,Bajaj Pulsar NS 200,,,
1024,Bajaj Avenger 220 dtsi,Bajaj Avenger 220 dtsi,Individual,1st owner,14500,99000,45000,45000,0,,,Bajaj Avenger 220 dtsi,Bajaj Avenger 220 dtsi,,,
1025,Hero Splender iSmart,Hero Splender iSmart,Individual,1st owner,27000,95000,45000,45000,0,,,Hero Splender iSmart,Hero Splender iSmart,,,
1026,Activa 3g,Activa 3g,Individual,1st owner,14000,54000,45000,45000,0,,,Activa 3g,Activa 3g,,,
1027,Hero Passion Pro,Hero Passion Pro,Individual,1st owner,500,54000,45000,45000,0,,,Hero Passion Pro,Hero Passion Pro,,,
1028,TVS Apache RTR 160,TVS Apache RTR 160,Individual,1st owner,1000,55000,42000,42000,0,,,TVS Apache RTR 160,TVS Apache RTR 160,,,
1029,Honda CB Trigger,Honda CB Trigger,Individual,1st owner,42000,81000,42000,42000,0,,,Honda CB Trigger,Honda CB Trigger,,,
1030,Hero Splender iSmart,Hero Splender iSmart,Individual,1st owner,12000,73000,40000,40000,0,,,Hero Splender iSmart,Hero Splender iSmart,,,
1031,Yamaha FZ S ,Yamaha FZ S ,Individual,1st owner,14000,54000,40000,40000,0,,,Yamaha FZ S ,Yamaha FZ S ,,,
1032,Hero Passion Pro,Hero Passion Pro,Individual,1st owner,5500,83000,40000,40000,0,,,Hero Passion Pro,Hero Passion Pro,,,
1033,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,Individual,1st owner,6700,55000,40000,40000,0,,,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,,,
1034,Activa 4g,Activa 4g,Individual,1st owner,13700,64000,40000,40000,0,,,Activa 4g,Activa 4g,,,
1035,Honda CB Unicorn,Honda CB Unicorn,Individual,1st owner,1300,51000,38000,38000,0,,,Honda CB Unicorn,Honda CB Unicorn,,,
1036,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,38600,72000,38000,38000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
1037,Honda Karizma,Honda Karizma,Individual,1st owner,75000,78700,35000,35000,0,,,Honda Karizma,Honda Karizma,,,
1038,Honda Activa 125,Honda Activa 125,Individual,1st owner,30000,105000,35000,35000,0,,,Honda Activa 125,Honda Activa 125,,,
1039,TVS Jupyter,TVS Jupyter,Individual,1st owner,24000,57000,35000,35000,0,,,TVS Jupyter,TVS Jupyter,,,
1040,Honda Karizma,Honda Karizma,Individual,1st owner,19000,52000,31000,31000,0,,,Honda Karizma,Honda Karizma,,,
1041,Hero Honda Passion Pro,Hero Honda Passion Pro,Individual,1st owner,213000,105000,30000,30000,0,,,Hero Honda Passion Pro,Hero Honda Passion Pro,,,
1042,Hero Splender Plus,Hero Splender Plus,Individual,1st owner,60000,51000,30000,30000,0,,,Hero Splender Plus,Hero Splender Plus,,,
1043,Honda CB Shine,Honda CB Shine,Individual,1st owner,50000,48000,30000,30000,0,,,Honda CB Shine,Honda CB Shine,,,
1044,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,30000,58000,27000,27000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
1045,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,21000,47000,25000,25000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
1046,Suzuki Access 125,Suzuki Access 125,Individual,2nd owner,26000,75000,25000,25000,0,,,Suzuki Access 125,Suzuki Access 125,,,
1047,TVS Wego,TVS Wego,Individual,1st owner,1900,58000,25000,25000,0,,,TVS Wego,TVS Wego,,,
1048,Honda CB twister,Honda CB twister,Individual,1st owner,22000,52000,25000,25000,0,,,Honda CB twister,Honda CB twister,,,
1049,Hero Glamour,Hero Glamour,Individual,1st owner,32000,51000,25000,25000,0,,,Hero Glamour,Hero Glamour,,,
1050,Hero Super Splendor,Hero Super Splendor,Individual,1st owner,18000,57000,20000,20000,0,,,Hero Super Splendor,Hero Super Splendor,,,
1051,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,55000,57000,20000,20000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
1052,Bajaj Discover 125,Bajaj Discover 125,Individual,1st owner,60000,75000,20000,20000,0,,,Bajaj Discover 125,Bajaj Discover 125,,,
1053,Hero Hunk,Hero Hunk,Individual,2nd owner,25000,57000,20000,20000,0,,,Hero Hunk,Hero Hunk,,,
1054,Hero  Ignitor Disc,Hero  Ignitor Disc,Individual,2nd owner,49000,75000,20000,20000,0,,,Hero  Ignitor Disc,Hero  Ignitor Disc,,,
1055,Hero  CBZ Xtreme,Hero  CBZ Xtreme,Individual,2nd owner,24000,65000,20000,20000,0,,,Hero  CBZ Xtreme,Hero  CBZ Xtreme,,,
1056,Bajaj  ct 100,Bajaj  ct 100,Individual,1st owner,50000,78700,18000,18000,0,,,Bajaj  ct 100,Bajaj  ct 100,,,
